Course Name,Course,Schedule,Course Title,First Name,Last Name,Term,InvitedCount,RespondentCount,%ResponseRatio,"Excluding class sessions, estimate the average number of hours per week spent in preparation or review. - Mean","Overall, did the instructor convey the course material clearly? - Mean","Overall, did the instructor convey the course material in an interesting way? - Mean","Did you take away useful tools, concepts, and/or insights from this course? - Mean",How much did you get out of this course? - Mean,Would you recommend this course to other students? - Mean
37101 01,37101,1,Consumer Behavior,Daniel,Bartels,Autumn 2021,68,27,39.7,2.4,4.6,4.6,4.1,3.9,4.3
37101 81,37101,81,Consumer Behavior,Daniel,Bartels,Autumn 2021,62,33,53.2,2.9,4.6,4.6,4.2,4.1,4.3
30000 05,30000,5,Financial Accounting,Yoel,Beniluz,Autumn 2021,60,44,73.3,4.6,3.4,3.3,3.9,3.4,3.3
30000 06,30000,6,Financial Accounting,Yoel,Beniluz,Autumn 2021,21,19,90.5,6.9,4.3,4,4.4,4.2,4.2
30000 82,30000,82,Financial Accounting,Yoel,Beniluz,Autumn 2021,20,14,70,7.4,4.2,3.6,4.2,4.1,3.9
36110 01,36110,1,Application Development,Raghuveera,Betina,Autumn 2021,25,11,44,6,5,5,4.8,4.8,4.8
36110 85,36110,85,Application Development,Raghuveera,Betina,Autumn 2021,26,15,57.7,9.4,5,4.8,5,4.9,4.8
35001 85,35001,85,Introductory Finance,Ayan,Bhattacharya,Autumn 2021,29,18,62.1,6.2,4.4,4.4,4.6,4.5,4.6
35201 01,35201,1,Cases in Financial Management,Laura,Born,Autumn 2021,64,51,79.7,5.2,4.7,4.8,4.6,4.6,4.7
35201 02,35201,2,Cases in Financial Management,Laura,Born,Autumn 2021,64,35,54.7,5.1,4.7,4.7,4.6,4.5,4.7
34102 85,34102,85,New Venture Strategy,Gregory,Bunch,Autumn 2021,24,17,70.8,4.1,4.9,5,4.8,4.7,4.8
40000 01,40000,1,Operations Management: Business Process Fundamentals,Rene,Caldentey,Autumn 2021,49,21,42.9,4.5,4.3,4.2,4.2,4,4
40000 81,40000,81,Operations Management: Business Process Fundamentals,Rene,Caldentey,Autumn 2021,60,41,68.3,5,4.2,4.3,4.2,3.8,4
35200 01,35200,1,Corporation Finance,Bruce,Carlin,Autumn 2021,62,43,69.4,3.7,4.4,4.4,4.3,4,4
35200 02,35200,2,Corporation Finance,Bruce,Carlin,Autumn 2021,61,46,75.4,3.9,4.4,4.4,4.3,4,4.3
35200 81,35200,81,Corporation Finance,Bruce,Carlin,Autumn 2021,58,47,81,4.1,4.5,4.6,4.7,4.4,4.6
31401 04,31401,4,Interpersonal Dynamics,Christine,Carpenter,Autumn 2021,12,12,100,6.3,4.5,4.7,5,5,5
30116 01,30116,1,Accounting and Financial Analysis,Hans,Christensen,Autumn 2021,45,28,62.2,3.2,4,3.5,3.9,3.5,3.5
30116 02,30116,2,Accounting and Financial Analysis,Hans,Christensen,Autumn 2021,34,25,73.5,4.6,4.3,3.8,4,3.8,3.8
30116 81,30116,81,Accounting and Financial Analysis,Hans,Christensen,Autumn 2021,38,18,47.4,4.3,4.3,3.8,4.4,4.1,4.1
31402 81,31402,81,Leadership Practicum,Christopher,Collins,Autumn 2021,23,14,60.9,3.1,4.6,4.4,4.4,4.2,4.3
34901 50,34901,50,Asset Pricing I,G M,Constantinides,Autumn 2021,8,5,62.5,21.2,4,4.4,4.6,4.4,4.4
35100 81,35100,81,Financial Instruments,G M,Constantinides,Autumn 2021,10,6,60,7.3,3,3.7,4.2,3.8,3.3
35100 85,35100,85,Financial Instruments,G M,Constantinides,Autumn 2021,14,9,64.3,8.1,4,3.7,4.1,4,3.8
42001 01,42001,1,Competitive Strategy,Thomas,Covert,Autumn 2021,65,52,80,3.7,4.3,4.3,4,3.6,3.8
42001 02,42001,2,Competitive Strategy,Thomas,Covert,Autumn 2021,64,47,73.4,3.7,4.4,4.5,4.2,3.7,4.1
42001 81,42001,81,Competitive Strategy,Thomas,Covert,Autumn 2021,45,39,86.7,4.4,4.5,4.7,4.6,4.4,4.7
40101 01,40101,1,Supply Chain Strategy and Practice,Nicole,Dehoratius,Autumn 2021,64,26,40.6,3.4,4.3,4.2,4.2,4,4
40101 81,40101,81,Supply Chain Strategy and Practice,Nicole,Dehoratius,Autumn 2021,64,36,56.3,3.8,4.6,4.4,4.4,4.2,4.3
34903 50,34903,50,Corporate Finance I,Douglas W,Diamond,Autumn 2021,11,6,54.6,17.7,4.5,4.5,4.2,3.8,4.3
37000 03,37000,3,Marketing Strategy,Berkeley,Dietvorst,Autumn 2021,65,41,63.1,3.4,4.9,4.8,4.7,4.5,4.7
37000 04,37000,4,Marketing Strategy,Berkeley,Dietvorst,Autumn 2021,64,36,56.3,3.4,4.7,4.6,4.4,4.1,4.4
37000 82,37000,82,Marketing Strategy,Berkeley,Dietvorst,Autumn 2021,59,30,50.9,3.3,4.6,4.4,4.4,3.9,4.2
35101 50,35101,50,International Macroeconomics and Trade,Jonathan,Dingel,Autumn 2021,10,8,80,8.6,4.8,4.9,4.9,4.8,4.9
33001 01,33001,1,Microeconomics,Rebecca,Dizon-Ross,Autumn 2021,65,35,53.9,3.7,4.1,4.1,4.1,3.8,3.9
33001 02,33001,2,Microeconomics,Rebecca,Dizon-Ross,Autumn 2021,63,47,74.6,3.9,4.7,4.7,4.6,4.3,4.6
33001 81,33001,81,Microeconomics,Rebecca,Dizon-Ross,Autumn 2021,63,49,77.8,4.1,4.8,4.6,4.7,4.5,4.7
30118 01,30118,1,Taxes and Business Strategy,Merle,Erickson,Autumn 2021,21,18,85.7,4.6,4.6,4.3,4.7,4.4,4.4
30118 02,30118,2,Taxes and Business Strategy,Merle,Erickson,Autumn 2021,11,9,81.8,5.4,4.9,4.6,4.8,4.8,4.4
30118 81,30118,81,Taxes and Business Strategy,Merle,Erickson,Autumn 2021,43,32,74.4,4.1,4.5,4.5,4.6,4.6,4.5
41100 01,41100,1,Applied Regression Analysis,Max,Farrell,Autumn 2021,24,15,62.5,9.5,4,4,4,3.5,3.3
41100 02,41100,2,Applied Regression Analysis,Max,Farrell,Autumn 2021,41,27,65.9,6.6,3.9,3.9,4.3,3.9,3.8
41100 81,41100,81,Applied Regression Analysis,Max,Farrell,Autumn 2021,17,12,70.6,8.2,4,4.3,4.3,4.3,4.2
42710 01,42710,1,Social Impact Lab,Ghian,Foreman,Autumn 2021,17,7,41.2,7,3.1,3.9,3.6,3.7,3.9
33001 03,33001,3,Microeconomics,Alexander,Frankel,Autumn 2021,17,7,41.2,3.6,4.4,4.3,4,3.9,4
33001 04,33001,4,Microeconomics,Alexander,Frankel,Autumn 2021,65,35,53.9,3.5,4.3,3.7,4.1,3.8,3.7
33001 82,33001,82,Microeconomics,Alexander,Frankel,Autumn 2021,7,5,71.4,5,4.4,4.4,4.6,4.6,4.6
33001 07,33001,7,Microeconomics,Michael,Gibbs,Autumn 2021,64,33,51.6,3.3,4.2,4.5,4.3,3.9,4.2
33001 85,33001,85,Microeconomics,Michael,Gibbs,Autumn 2021,57,31,54.4,5.6,4.3,4.5,4.3,4.2,4.3
41301 01,41301,1,"Statistical Insight into Marketing, Consulting, and Entrepreneurship",Zvi,Gilula,Autumn 2021,25,15,60,3.2,3.7,3.9,4.1,3.8,3.9
41301 81,41301,81,"Statistical Insight into Marketing, Consulting, and Entrepreneurship",Zvi,Gilula,Autumn 2021,25,12,48,3.7,3.5,3.6,4.1,3.7,3.3
38123 01,38123,1,Leadership Capital,Linda Elaine,Ginzel,Autumn 2021,42,36,85.7,2.5,4.2,4.4,4,3.8,4
38123 81,38123,81,Leadership Capital,Linda Elaine,Ginzel,Autumn 2021,15,12,80,3.8,4.9,4.9,4.8,4.8,4.8
38125 01,38125,1,Leadership at the Movies,Linda Elaine,Ginzel,Autumn 2021,11,5,45.5,3.4,4.8,4.8,4.6,4.4,4.2
38125 81,38125,81,Leadership at the Movies,Linda Elaine,Ginzel,Autumn 2021,13,11,84.6,3.7,4.8,4.9,5,5,4.9
34715 01,34715,1,Hacking For Defense,Thomas,Gossin-Wilson,Autumn 2021,29,15,51.7,10.7,4.5,4.7,4.1,3.9,3.7
42125 01,42125,1,Social Sector Strategy and Structure,Christina,Hachikian,Autumn 2021,39,22,56.4,4.3,4.4,4.5,4.5,4.2,4.4
42125 81,42125,81,Social Sector Strategy and Structure,Christina,Hachikian,Autumn 2021,38,24,63.2,4.3,4.3,4.4,4.4,4.1,4.2
42710 01,42710,1,Social Impact Lab,Christina,Hachikian,Autumn 2021,17,7,41.2,7,3.6,4,3.6,3.7,3.9
38002 02,38002,2,Managerial Decision Making,Reid,Hastie,Autumn 2021,29,16,55.2,4.7,3.9,3.3,3.6,3.4,3.3
38002 85,38002,85,Managerial Decision Making,Reid,Hastie,Autumn 2021,41,18,43.9,3.7,4.2,3.5,3.9,3.7,3.6
34903 50,34903,50,Corporate Finance I,Zhiguo,He,Autumn 2021,11,6,54.6,17.7,4,4.5,4.2,3.8,4.3
35219 81,35219,81,Chinese Economy and Financial Markets,Zhiguo,He,Autumn 2021,52,39,75,5.1,4.4,4.5,4.5,4.4,4.4
34901 50,34901,50,Asset Pricing I,John,Heaton,Autumn 2021,8,5,62.5,21.2,4.4,4.4,4.6,4.4,4.4
35000 01,35000,1,Investments,John,Heaton,Autumn 2021,9,5,55.6,7.4,4,3.8,4.2,4,3.8
35000 02,35000,2,Investments,John,Heaton,Autumn 2021,43,18,41.9,5.7,3.5,3.3,3.8,3.4,3.1
35000 81,35000,81,Investments,John,Heaton,Autumn 2021,68,45,66.2,6.2,3.4,3.6,3.9,3.6,3.6
34715 01,34715,1,Hacking For Defense,M. Todd,Henderson,Autumn 2021,29,15,51.7,10.7,3.6,3.5,4.1,3.9,3.7
42127 85,42127,85,"Pivot for Success - Hone the Vision, Shift the Strategy, Make the Right Moves in Today's Marketplace",Amy,Hilliard,Autumn 2021,17,13,76.5,3.2,3.3,3.8,3.5,3.1,3.1
33001 05,33001,5,Microeconomics,Richard,Hornbeck,Autumn 2021,42,29,69.1,3.5,4.3,3.9,4.1,3.7,4
33001 06,33001,6,Microeconomics,Richard,Hornbeck,Autumn 2021,54,24,44.4,3.9,3.5,3.4,3.8,3.5,3.3
33001 83,33001,83,Microeconomics,Richard,Hornbeck,Autumn 2021,43,28,65.1,4.8,3.9,3.6,4,3.8,3.6
33040 01,33040,1,Macroeconomics,John P,Huizinga,Autumn 2021,16,10,62.5,4.3,4.6,4.3,4.5,4.3,4.3
33040 81,33040,81,Macroeconomics,John P,Huizinga,Autumn 2021,23,15,65.2,4.2,3.7,3.5,3.9,3.9,3.6
33040 85,33040,85,Macroeconomics,John P,Huizinga,Autumn 2021,26,13,50,6.5,4.5,4.3,4.5,4.4,4.2
42126 01,42126,1,Arts Leadership: Exemplary is Not Enough,Mary,Ittelson,Autumn 2021,36,17,47.2,2.9,4.8,4.8,4.4,4.3,4.7
41000 03,41000,3,Business Statistics,Tetsuya,Kaji,Autumn 2021,65,33,50.8,2,3.6,3.7,3.6,3.4,3.9
41000 81,41000,81,Business Statistics,Tetsuya,Kaji,Autumn 2021,63,44,69.8,2.3,3,3.2,3.3,2.7,3.2
41901 50,41901,50,Probability and Statistics,Tetsuya,Kaji,Autumn 2021,18,11,61.1,3.4,4.3,4.3,4.2,4,4
33914 50,33914,50,Topics Information Economics,Emir,Kamenica,Autumn 2021,13,12,92.3,6.7,4.9,4.9,4.8,4.8,4.8
34101 01,34101,1,Entrepreneurial Finance and Private Equity,Steven Neil,Kaplan,Autumn 2021,65,32,49.2,6,4.3,4.6,4.5,4.3,4.5
34101 02,34101,2,Entrepreneurial Finance and Private Equity,Steven Neil,Kaplan,Autumn 2021,65,26,40,7,4.2,4.6,4.5,4.4,4.5
34101 85,34101,85,Entrepreneurial Finance and Private Equity,Steven Neil,Kaplan,Autumn 2021,64,44,68.8,7.6,4.5,4.6,4.6,4.5,4.6
32100 81,32100,81,Data Analysis with R and Python,Lara,Kattan,Autumn 2021,18,8,44.4,3.8,3.9,4.3,4,3.9,3.8
39101 01,39101,1,Technology Strategy,Marc James,Knez,Autumn 2021,59,27,45.8,3.8,4,3.5,3.8,3.4,3.6
39101 85,39101,85,Technology Strategy,Marc James,Knez,Autumn 2021,55,25,45.5,5,4,3.8,4.2,3.9,3.8
30903 50,30903,50,Topics in Empirical Accounting Research,Christian,Leuz,Autumn 2021,8,5,62.5,13,5,5,5,5,5
38103 01,38103,1,Strategies and Processes of Negotiation,Emma,Levine,Autumn 2021,54,30,55.6,2.2,4.8,4.6,4.5,4.4,4.7
38103 02,38103,2,Strategies and Processes of Negotiation,Emma,Levine,Autumn 2021,53,29,54.7,2.7,4.9,4.8,4.6,4.6,4.8
38103 81,38103,81,Strategies and Processes of Negotiation,Emma,Levine,Autumn 2021,54,37,68.5,2.8,4.4,4.2,4.4,4.1,4.4
41000 01,41000,1,Business Statistics,Tengyuan,Liang,Autumn 2021,65,44,67.7,3.5,3.8,4,4.1,3.6,3.7
41000 02,41000,2,Business Statistics,Tengyuan,Liang,Autumn 2021,64,39,60.9,3.5,3.5,3.5,3.9,3.5,3.6
38001 01,38001,1,Managing in Organizations,Ann,McGill,Autumn 2021,65,36,55.4,3.1,4.7,4.6,4.1,3.8,4.2
38001 02,38001,2,Managing in Organizations,Ann,McGill,Autumn 2021,65,21,32.3,2.4,4.3,4.1,3.7,3.3,3.5
38001 81,38001,81,Managing in Organizations,Ann,McGill,Autumn 2021,65,36,55.4,3.8,4.6,4.6,4.4,4.3,4.3
34106 01,34106,1,Commercializing Innovation: Tools to Research and Analyze Private Enterprises,Scott F,Meadow,Autumn 2021,55,29,52.7,7.6,3.9,3.4,4,3.6,3.6
34106 81,34106,81,Commercializing Innovation: Tools to Research and Analyze Private Enterprises,Scott F,Meadow,Autumn 2021,54,39,72.2,8.5,4.6,4.7,4.8,4.6,4.7
37208 01,37208,1,Selling and Sales Management,Sanjog,Misra,Autumn 2021,13,11,84.6,2.9,4.2,4,4.2,3.9,3.8
37304 01,37304,1,Digital and Algorithmic Marketing,Sanjog,Misra,Autumn 2021,25,18,72,4.1,4,4.3,4.1,3.9,3.8
37301 81,37301,81,Digital Marketing,Lil,Mohan,Autumn 2021,38,24,63.2,4,4.7,4.7,4.7,4.5,4.4
37703 85,37703,85,Digital Marketing and MarTech Lab,Lil,Mohan,Autumn 2021,32,20,62.5,6.2,4,4.1,4.4,4,3.8
42121 81,42121,81,Merger & Acquisition Strategy,Stephen,Morrissette,Autumn 2021,69,59,85.5,5,4.8,4.9,4.8,4.8,4.8
33101 01,33101,1,Advanced Microeconomic Analysis,Kevin,Murphy,Autumn 2021,65,36,55.4,6.8,4.4,4.6,4.2,3.9,4
33101 81,33101,81,Advanced Microeconomic Analysis,Kevin,Murphy,Autumn 2021,45,28,62.2,8.7,4.5,4.6,4.3,4.3,4.3
34102 02,34102,2,New Venture Strategy,Karl,Muth,Autumn 2021,44,27,61.4,4.1,4.3,4.6,4.5,4.2,4.4
33502 01,33502,1,International Financial Policy,Brent,Neiman,Autumn 2021,32,26,81.3,3.9,4.4,4.1,4.2,4.1,4.1
33502 02,33502,2,International Financial Policy,Brent,Neiman,Autumn 2021,49,21,42.9,4.6,3.9,3.7,3.9,3.8,3.6
33502 81,33502,81,International Financial Policy,Brent,Neiman,Autumn 2021,48,32,66.7,5,4.2,4.2,4.3,4,4
30000 01,30000,1,Financial Accounting,Valeri,Nikolaev,Autumn 2021,67,35,52.2,4.7,4.3,4,4.2,3.7,4.1
30000 02,30000,2,Financial Accounting,Valeri,Nikolaev,Autumn 2021,69,39,56.5,3.7,4.2,4,4.4,3.9,4.1
30000 03,30000,3,Financial Accounting,Valeri,Nikolaev,Autumn 2021,70,39,55.7,4.5,3.9,3.7,4.2,3.9,3.7
34302 01,34302,1,Entrepreneurship through Acquisition,Brian,O'Connor,Autumn 2021,70,41,58.6,4.3,4.8,4.9,4.7,4.7,4.8
34704 81,34704,81,Real Estate Lab: Real Estate Challenge,Joseph,Pagliari Jr.,Autumn 2021,9,5,55.6,7.4,4.8,4.4,5,5,5
42201 81,42201,81,The Legal Infrastructure of Business,Randal,Picker,Autumn 2021,66,47,71.2,3,4.1,4.3,3.8,3.7,3.9
42201 85,42201,85,The Legal Infrastructure of Business,Randal,Picker,Autumn 2021,58,45,77.6,3.1,4.4,4.6,4.3,4,4.3
33310 81,33310,81,Employment Law for Entrepreneurs and Managers,David,Pogrund,Autumn 2021,17,14,82.4,3.6,4.7,4.7,4.6,4.4,4.4
41000 04,41000,4,Business Statistics,Nicholas G,Polson,Autumn 2021,16,10,62.5,3.3,3.5,3.9,3.9,3.7,3.6
41000 85,41000,85,Business Statistics,Nicholas G,Polson,Autumn 2021,17,10,58.8,4.7,3.6,3.9,3.7,3.4,3.3
41916 50,41916,50,"Bayes, AI and Deep Learning",Nicholas G,Polson,Autumn 2021,16,7,43.8,6.1,3.9,4.7,4.1,4.1,3.9
38916 50,38916,50,Behavioral Economics - Development & Observational Data,Devin,Pope,Autumn 2021,11,9,81.8,3.8,4.8,4.8,4.4,4.3,4.3
31401 01,31401,1,Interpersonal Dynamics,Darryl,Pure,Autumn 2021,12,5,41.7,4.6,4.2,4.6,5,5,4.8
31401 02,31401,2,Interpersonal Dynamics,Darryl,Pure,Autumn 2021,12,9,75,4.3,4.8,4.7,5,4.9,5
37000 01,37000,1,Marketing Strategy,Anita,Rao,Autumn 2021,49,34,69.4,4.4,4.7,4.5,4.4,4.1,4.4
37000 02,37000,2,Marketing Strategy,Anita,Rao,Autumn 2021,41,22,53.7,4.7,4.6,4.6,4.5,4.3,4.3
37000 81,37000,81,Marketing Strategy,Anita,Rao,Autumn 2021,58,30,51.7,5,4.6,4.5,4.4,4.2,4.3
34305 01,34305,1,Private Equity Transactions,Stephen,Ritchie,Autumn 2021,29,5,17.2,4.2,4.4,3.6,4.4,4,3.4
42123 01,42123,1,"Reputation, Regulation and Communications - How Media Influences Business",Guy,Rolnik,Autumn 2021,62,39,62.9,2.9,4.7,4.8,4.6,4.5,4.7
42123 81,42123,81,"Reputation, Regulation and Communications - How Media Influences Business",Guy,Rolnik,Autumn 2021,40,26,65,3.7,4.6,4.7,4.4,4.3,4.4
42705 01,42705,1,"Reputation, Regulation and Communications-How Media Influences Business-Lab",Guy,Rolnik,Autumn 2021,18,11,61.1,3.3,4.9,5,5,5,5
33500 50,33500,50,Time-series Analysis for Forecasting and Model Building,Jeffrey R,Russell,Autumn 2021,13,7,53.9,9.6,4.4,4,4.6,4.6,4.3
41203 81,41203,81,Financial Econometrics,Jeffrey R,Russell,Autumn 2021,41,28,68.3,6.2,4.6,4.4,4.6,4.5,4.4
41910 50,41910,50,Time-series Analysis for Forecasting and Model Building,Jeffrey R,Russell,Autumn 2021,8,5,62.5,21.8,4.8,4.4,3.8,3.8,3.4
34103 85,34103,85,Building the New Venture,Daniel,Sachs,Autumn 2021,18,13,72.2,6.2,4.9,4.9,4.9,4.7,4.9
34102 01,34102,1,New Venture Strategy,James,Schrager,Autumn 2021,65,30,46.2,3.1,4.1,4.1,4.3,4,4.1
38901 50,38901,50,Current Topics in Behavioral Science I,Anuj,Shah,Autumn 2021,8,5,62.5,5,4.4,4.4,4.6,4.2,4.4
30130 01,30130,1,Financial Statement Analysis,Abbie J,Smith,Autumn 2021,70,39,55.7,4.2,4.4,4.2,4.2,4,4.1
30130 81,30130,81,Financial Statement Analysis,Abbie J,Smith,Autumn 2021,63,47,74.6,6.2,4.5,4.3,4.6,4.3,4.4
30130 85,30130,85,Financial Statement Analysis,Abbie J,Smith,Autumn 2021,53,39,73.6,6.6,4.7,4.5,4.7,4.5,4.5
41000 05,41000,5,Business Statistics,Vadim,Sokolov,Autumn 2021,55,28,50.9,3,3.1,3.6,3.5,2.8,3.1
31401 03,31401,3,Interpersonal Dynamics,Lisa,Stefanac,Autumn 2021,12,8,66.7,4.9,4.9,4.9,5,4.9,4.5
31401 81,31401,81,Interpersonal Dynamics,Lisa,Stefanac,Autumn 2021,12,9,75,4.2,4.9,4.9,5,5,5
33921 50,33921,50,Advanced Industrial Organization I,Chad,Syverson,Autumn 2021,17,9,52.9,5.4,4.6,4.4,4.8,4.6,4.4
40101 50,40101,50,Advanced Industrial Organization I,Chad,Syverson,Autumn 2021,18,13,72.2,4.9,4.8,4.7,4.5,4.3,4.4
42001 05,42001,5,Competitive Strategy,Chad,Syverson,Autumn 2021,65,33,50.8,3.2,4.3,4.2,4.1,3.8,3.9
42001 82,42001,82,Competitive Strategy,Chad,Syverson,Autumn 2021,63,37,58.7,3.8,4.5,4.5,4.3,4.1,4.3
38103 03,38103,3,Strategies and Processes of Negotiation,Thomas,Talhelm,Autumn 2021,53,36,67.9,2.9,4.8,4.8,4.8,4.7,4.8
38103 82,38103,82,Strategies and Processes of Negotiation,Thomas,Talhelm,Autumn 2021,53,39,73.6,3.2,4.8,4.8,4.8,4.6,4.8
38103 85,38103,85,Strategies and Processes of Negotiation,Thomas,Talhelm,Autumn 2021,45,27,60,3.4,4.8,5,4.9,4.9,5
38901 50,38901,50,Current Topics in Behavioral Science I,Thomas,Talhelm,Autumn 2021,8,5,62.5,5,4.6,4.4,4.6,4.2,4.4
34705 01,34705,1,Entrepreneurial Discovery,Mark,Tebbe,Autumn 2021,60,44,73.3,4.2,4.2,4.3,4.2,3.8,4.1
34705 02,34705,2,Entrepreneurial Discovery,Mark,Tebbe,Autumn 2021,60,45,75,5.2,4.4,4.6,4.4,4.1,4.2
37200 85,37200,85,New Products and Services,Craig,Terrill,Autumn 2021,39,34,87.2,5.7,4.1,4,4.5,4.2,3.9
33002 01,33002,1,Accelerated Microeconomics,Robert H,Topel,Autumn 2021,52,34,65.4,5.4,3.9,3.9,3.9,3.7,3.4
33002 81,33002,81,Accelerated Microeconomics,Robert H,Topel,Autumn 2021,10,9,90,8,4.1,4,4.3,4,3.6
41100 03,41100,3,Applied Regression Analysis,Panagiotis,Toulis,Autumn 2021,60,45,75,4.6,4.3,4.6,4.5,4.2,4.4
41100 04,41100,4,Applied Regression Analysis,Panagiotis,Toulis,Autumn 2021,60,40,66.7,5.1,4.1,4.2,4.4,4.1,4.2
41100 85,41100,85,Applied Regression Analysis,Panagiotis,Toulis,Autumn 2021,29,19,65.5,7,4.5,4.4,4.6,4.5,4.4
31001 01,31001,1,Leadership: Effectiveness and Development,Robert Ward,Vishny,Autumn 2021,64,35,54.7,2.1,3.8,3.6,3.4,3.1,3.1
31001 02,31001,2,Leadership: Effectiveness and Development,Robert Ward,Vishny,Autumn 2021,63,33,52.4,1.5,3.4,3.2,2.9,2.6,2.8
31001 03,31001,3,Leadership: Effectiveness and Development,Robert Ward,Vishny,Autumn 2021,64,28,43.8,1.4,3.9,3.7,3.4,3.1,3.3
31001 04,31001,4,Leadership: Effectiveness and Development,Robert Ward,Vishny,Autumn 2021,63,34,54,1.6,3.8,3.7,3.7,3.3,3.3
31001 05,31001,5,Leadership: Effectiveness and Development,Robert Ward,Vishny,Autumn 2021,61,35,57.4,1.3,3.7,3.3,3.2,2.9,2.9
31001 06,31001,6,Leadership: Effectiveness and Development,Robert Ward,Vishny,Autumn 2021,62,33,53.2,1.5,3.8,3.6,3.1,2.8,3
31001 07,31001,7,Leadership: Effectiveness and Development,Robert Ward,Vishny,Autumn 2021,63,35,55.6,1.1,3.5,3.3,3.1,2.9,2.9
31001 08,31001,8,Leadership: Effectiveness and Development,Robert Ward,Vishny,Autumn 2021,64,37,57.8,1.8,3.8,3.6,3.6,3.2,3.4
31001 09,31001,9,Leadership: Effectiveness and Development,Robert Ward,Vishny,Autumn 2021,62,37,59.7,1.5,3.8,3.6,3.5,3.1,3.2
31001 10,31001,10,Leadership: Effectiveness and Development,Robert Ward,Vishny,Autumn 2021,63,27,42.9,1.6,3.6,3.5,3.3,3,3
31002 81,31002,81,Leadership Exploration and Development,Robert Ward,Vishny,Autumn 2021,187,126,67.4,2.1,4.4,4.2,4.2,3.8,3.9
35215 01,35215,1,Behavioral and Institutional Finance,Robert Ward,Vishny,Autumn 2021,35,17,48.6,5.1,4.5,4.5,4.2,4.1,4.4
35215 81,35215,81,Behavioral and Institutional Finance,Robert Ward,Vishny,Autumn 2021,40,25,62.5,4.2,4.6,4.7,4.5,4.5,4.6
31401 82,31401,82,Interpersonal Dynamics,Richard,Volden,Autumn 2021,12,11,91.7,4.7,5,4.9,5,5,5
38101 81,38101,81,Persuasion: Effective Business Communication,Hal,Weitzman,Autumn 2021,34,21,61.8,3.3,4.7,4.8,4.8,4.3,4.4
42001 03,42001,3,Competitive Strategy,Thomas,Wollmann,Autumn 2021,60,38,63.3,3.6,4.8,4.9,4.7,4.6,4.7
42001 04,42001,4,Competitive Strategy,Thomas,Wollmann,Autumn 2021,56,36,64.3,3.9,4.5,4.8,4.3,4.3,4.5
42001 85,42001,85,Competitive Strategy,Thomas,Wollmann,Autumn 2021,64,44,68.8,4.3,4.7,4.8,4.5,4.4,4.5
38116 01,38116,1,Leading and Managing Teams,Elena,Zinchenko,Autumn 2021,45,24,53.3,2.3,3.7,3.6,3.4,3.1,3.3
40206 01,40206,1,Healthcare Business Analytics,Daniel,Adelman,Autumn 2022,13,8,61.5,7.5,3.9,4.1,4.1,3.9,3.9
40206 85,40206,85,Healthcare Business Analytics,Daniel,Adelman,Autumn 2022,10,6,60,8,5,5,4.7,4.8,4.5
34302 01,34302,1,Entrepreneurship through Acquisition,Mark,Agnew,Autumn 2022,69,35,50.7,3.6,4.5,4.7,4.5,4.4,4.5
34111 01,34111,1,Entrepreneurial Selling,Michael,Alter,Autumn 2022,35,32,91.4,4.2,4.6,4.6,4.3,4,3.9
34111 81,34111,81,Entrepreneurial Selling,Michael,Alter,Autumn 2022,20,19,95,5.4,4.7,4.8,4.6,4.4,4.5
34111 85,34111,85,Entrepreneurial Selling,Michael,Alter,Autumn 2022,46,39,84.8,5.1,4.7,4.8,4.6,4.4,4.5
34501 01,34501,1,Entrepreneurship for Science and Medicine,Robert,Altman,Autumn 2022,13,5,38.5,3,5,5,5,4.8,5
41000 01,41000,1,Business Statistics,Nikhyl,Aragam,Autumn 2022,67,37,55.2,3.8,4.6,4.7,4.4,4.1,4.5
41000 02,41000,2,Business Statistics,Nikhyl,Aragam,Autumn 2022,68,30,44.1,3.5,4.5,4.3,4.4,4.1,4.4
41000 81,41000,81,Business Statistics,Nikhyl,Aragam,Autumn 2022,65,32,49.2,3.5,4.4,4.5,4.5,4.2,4.2
36906 50,36906,50,Stochastic Processes,Baris,Ata,Autumn 2022,6,5,83.3,16.4,4.2,4.2,4.6,4.4,4.6
30000 03,30000,3,Financial Accounting,Joao Pedro,Bacelar Fernandes Granja,Autumn 2022,64,49,76.6,3.7,4.7,4.7,4.5,4.3,4.6
30000 04,30000,4,Financial Accounting,Joao Pedro,Bacelar Fernandes Granja,Autumn 2022,65,40,61.5,4,4.5,4.6,4.5,4.2,4.4
30000 81,30000,81,Financial Accounting,Joao Pedro,Bacelar Fernandes Granja,Autumn 2022,55,38,69.1,5.2,4.6,4.7,4.7,4.4,4.7
37101 81,37101,81,Consumer Behavior,Daniel,Bartels,Autumn 2022,61,36,59,3.6,4.3,4.3,4,3.7,3.9
36110 01,36110,1,Application Development,Raghuveera,Betina,Autumn 2022,28,14,50,6.3,4.6,4.5,4.9,4.7,4.6
36110 85,36110,85,Application Development,Raghuveera,Betina,Autumn 2022,24,22,91.7,7,4.6,4.6,4.9,4.8,4.8
35000 01,35000,1,Investments,Ayan,Bhattacharya,Autumn 2022,54,20,37,5.9,4,3.7,4.1,3.6,3.7
35000 81,35000,81,Investments,Ayan,Bhattacharya,Autumn 2022,62,37,59.7,4.8,3.4,3.2,3.5,3.2,3.3
35000 85,35000,85,Investments,Ayan,Bhattacharya,Autumn 2022,26,21,80.8,9,4,4.2,4.2,4,3.8
